id;scenario;uncertainty;component;var_name;var_value;var_unit;source;comment
;1_basic;reference;gas_boiler_hh_liq_gas;vom;122.6;Eur/MWh;https://www.kesselheld.de/gasheizung-kosten/#kosten-fuer-die-anschaffung-einer-gasheizung-5d6e4db1e87f9;incl. chimney sweep test
;1_basic;reference;global;wacc;0.052;;Dunkelberg2018;S. 79
;1_basic;reference;pth_heat_pump_decentral;efficiency;2;;DanishEnergyAgency2018;Electrical compression heat pumps - ambient heat source
;1_basic;reference;pth_heat_pump_decentral;fom;0.01;share of overnight cost/a;Gerhardt2015a;S. 195 Luft/Wasser
;1_basic;reference;pth_heat_pump_decentral;lifetime;25;a;Brown2018;
;1_basic;reference;pth_heat_pump_decentral;overnight_cost;700000;Eur/MW_th;DanishEnergyAgency2018;around 4 MW_th
;1_basic;reference;pth_heat_pump_decentral;vom;2;Eur/MWh;DanishEnergyAgency2018;
;1_basic;reference;pth_resistive_central;capacity_installed;0;MW;own assumption;Dummy
;1_basic;reference;pth_resistive_central;efficiency;0.98;;DanishEnergyAgency2018;
;1_basic;reference;pth_resistive_central;fom;0.0157;share of overnight cost/a;DanishEnergyAgency2018;> 10 MW_th
;1_basic;reference;pth_resistive_central;lifetime;20;a;DanishEnergyAgency2018;> 10 MW_th
;1_basic;reference;pth_resistive_central;vom;0.5;Eur/MWh;DanishEnergyAgency2018;
;1_basic;reference;pth_resistive_decentral;efficiency;0.98;;DanishEnergyAgency2018;
;1_basic;reference;pth_resistive_decentral;fom;0.0073;share of overnight cost/a;DanishEnergyAgency2018;
;1_basic;reference;pth_resistive_decentral;lifetime;20;a;DanishEnergyAgency2018;
;1_basic;reference;pth_resistive_decentral;overnight_cost;150000;Eur/MW_th;DanishEnergyAgency2018;1 - 5 MW_th, incl. Equiptment and installation
;1_basic;reference;pth_resistive_decentral;vom;0.5;Eur/MWh;DanishEnergyAgency2018;
;1_basic;reference;source_gas;emission_specific;0.202;tCO2/MWh;BundesamtfurWirtschaftundAusfuhrkontrolle2019;
;1_basic;reference;source_liq_gas;carrier_price;84.03;Eur/MWh;https://www.kesselheld.de/gasheizung-kosten/#kosten-fuer-die-anschaffung-einer-gasheizung-5d6e4db1e87f9;without VAT
;1_basic;reference;subnet-1_pipe;losses_fixed;0.65;;;Dummy
;1_basic;reference;subnet-2_pipe;losses_fixed;0.65;;;Dummy
;1_basic;reference;subnet-3_pipe;losses_fixed;0.65;;;Dummy
;1_basic;reference;subnet-4_pipe;losses_fixed;0.65;;;Dummy
;1_basic;reference;subnet-5_pipe;losses_fixed;0.65;;;Dummy
;1_basic;reference;subnet-6_pipe;losses_fixed;0.65;;;Dummy
;1_basic;reference;subnet-7_pipe;losses_fixed;0.65;;;Dummy
;1_basic;reference;subnet-8_pipe;losses_fixed;0.65;;;Dummy
;1_basic;reference;tes_central;capacity_installed;420;;calculated;see TES Sheet
;1_basic;reference;tes_central;efficiency_charging;0.98;;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_central;efficiency_discharging;0.98;;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_central;fom;8.6;share of overnight cost/a;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_central;lifetime;40;a;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_central;overnight_cost;2864;Eur/MWh;DanishEnergyAgency2018a, Christidis2018a;S. 57, S. 36, see TES Sheet
;1_basic;reference;tes_central;power_charging;60;MW_th;;
;1_basic;reference;tes_central;power_discharging;60;MW_th;;
;1_basic;reference;tes_central;rate_loss;0.001;;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_central;vom;0;Eur/MWh;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_decentral;capacity_installed;14;MWh_th;calculated;see TES Sheet
;1_basic;reference;tes_decentral;efficiency_charging;0.95;;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_decentral;efficiency_discharging;0.95;;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_decentral;fom;8.6;share of overnight cost/a;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_decentral;lifetime;40;a;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_decentral;overnight_cost;14320;Eur/MWh_th;DanishEnergyAgency2018a, Christidis2018a;S. 57, S. 36, see TES Sheet
;1_basic;reference;tes_decentral;rate_loss;0.001;;DanishEnergyAgency2018a ;S. 57
;1_basic;reference;tes_decentral;vom;0;Eur/MWh_th;DanishEnergyAgency2018a ;S. 57
;2018_ff;reference;gas_boiler_central;energy_tax;0;Eur/MWh;paragraph 2 EnergieStG;
;2018_ff;reference;pth_heat_pump_decentral;network_charges_GP;6500;Eur/a;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_ff;reference;pth_heat_pump_decentral;network_charges_KP;0;Eur/MW*a;ConsentecGmbH2018;S. 104, low voltage , < 2500 h/a
;2018_ff;reference;pth_heat_pump_decentral;network_charges_PP;0;Eur/a;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_ff;reference;pth_heat_pump_decentral;network_charges_WP;18;Eur/MWh;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_ff;reference;pth_resistive_central;network_charges_GP;8160;Eur/a;ConsentecGmbH2018;S. 104, medium voltage , < 2500 h/a
;2018_ff;reference;pth_resistive_central;network_charges_KP;11910;Eur/MW*a;ConsentecGmbH2018;S. 104, medium voltage , < 2500 h/a
;2018_ff;reference;pth_resistive_central;network_charges_PP;0;Eur/a;ConsentecGmbH2018;S. 104, medium voltage , < 2500 h/a
;2018_ff;reference;pth_resistive_central;network_charges_WP;7;Eur/MWh;ConsentecGmbH2018;S. 104, medium voltage , < 2500 h/a
;2018_ff;reference;pth_resistive_decentral;network_charges_GP;6500;Eur/a;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_ff;reference;pth_resistive_decentral;network_charges_KP;0;Eur/MW*a;ConsentecGmbH2018;S. 104, medium voltage , < 2500 h/a
;2018_ff;reference;pth_resistive_decentral;network_charges_PP;0;Eur/a;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_ff;reference;pth_resistive_decentral;network_charges_WP;18;Eur/MWh;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_ff;reference;source_electricity;emission_specific;0.503;tCO2/MWh;;Pfluger2017a
;2018_ff;reference;source_electricity;spot_price;41;Eur/MWh;AgoraEnergiewende2018;average Day-Ahead Spot price
;2018_ff;reference;source_electricity;tax_levys;76.08;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2018_ff;reference;source_electricity_flex;tax_levys;13.2;Eur/MWh;s. Doku;only concessions fees
;2018_ff;reference;source_gas;carrier_price;30.2;Eur/MWh;Duic2017;S. 8
;2018_ff;reference;source_gas;co2_ets;5.05;Eur/MWh;Pfluger2017a;same as sq
;2018_ff;reference;source_gas;co2_fee;25.25;Eur/MWh;Graichen2018;125 Eur/tCO2
;2018_ff_lessload;high;global;factor_load_reduction_heat;1;;;
;2018_ff_lessload;low;global;factor_load_reduction_heat;1;;;
;2018_ff_lessload;reference;global;factor_load_reduction_heat;1;;;
;2018_sq;reference;gas_boiler_central;energy_tax;5.5;Eur/MWh;paragraph 2 EnergieStG;
;2018_sq;reference;pth_heat_pump_decentral;network_charges_GP;0;Eur/a;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_sq;reference;pth_heat_pump_decentral;network_charges_KP;0;Eur/MW*a;ConsentecGmbH2018;S. 104, low voltage , < 2500 h/a
;2018_sq;reference;pth_heat_pump_decentral;network_charges_PP;22010;Eur/MW*a;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_sq;reference;pth_heat_pump_decentral;network_charges_WP;51.9;Eur/MWh;ConsentecGmbH2018;S. 105, low voltage RLM
;2018_sq;reference;pth_resistive_central;network_charges_GP;0;Eur/a;ConsentecGmbH2018;S. 104, medium voltage , < 2500 h/a
;2018_sq;reference;pth_resistive_central;network_charges_KP;0;Eur/MW*a;ConsentecGmbH2018;S. 104, medium voltage , < 2500 h/a
;2018_sq;reference;pth_resistive_central;network_charges_PP;16250;Eur/MW*a;ConsentecGmbH2018;S. 104, medium voltage , < 2500 h/a
;2018_sq;reference;pth_resistive_central;network_charges_WP;37.9;Eur/MWh;ConsentecGmbH2018;S. 104, medium voltage , < 2500 h/a
;2018_sq;reference;pth_resistive_decentral;network_charges_GP;0;Eur/a;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_sq;reference;pth_resistive_decentral;network_charges_KP;0;Eur/MW*a;ConsentecGmbH2018;S. 104, medium voltage , < 2500 h/a
;2018_sq;reference;pth_resistive_decentral;network_charges_PP;22010;Eur/MW*a;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_sq;reference;pth_resistive_decentral;network_charges_WP;51.9;Eur/MWh;ConsentecGmbH2018;S. 105, low voltage RLM, < 2500 h/a
;2018_sq;reference;source_electricity;emission_specific;0.503;tCO2/MWh;;Pfluger2017a
;2018_sq;reference;source_electricity;spot_price;41;Eur/MWh;AgoraEnergiewende2018;average Day-Ahead Spot price
;2018_sq;reference;source_electricity;tax_levys;109.12;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2018_sq;reference;source_electricity_flex;tax_levys;1000;Eur/MWh;s. Doku;high value to prevent usage in sq scenarios
;2018_sq;reference;source_gas;carrier_price;30.2;Eur/MWh;Duic2017;S. 8
;2018_sq;reference;source_gas;co2_ets;5.05;Eur/MWh;own assumption;25 Eur/tCO2
;2018_sq;reference;source_gas;co2_fee;0;Eur/MWh;Graichen2018;125 Eur/tCO2
;2018_sq;reference;subnet-1_demand_th;efh;{'annual_heat_demand': 0, 'building_class': 3, 'wind_class': 1};MWh;own assumption;
;2018_sq;reference;subnet-1_demand_th;ghd;{'annual_heat_demand': 0, 'wind_class': 1};MWh;own assumption;
;2018_sq;reference;subnet-1_demand_th;mfh;{'annual_heat_demand': 37500, 'building_class': 1, 'wind_class': 1};MWh;own assumption;
;2018_sq;reference;subnet-2_demand_th;efh;{'annual_heat_demand': 15000, 'building_class': 4, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-2_demand_th;ghd;{'annual_heat_demand': 0, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-2_demand_th;mfh;{'annual_heat_demand': 22500, 'building_class': 1, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-3_demand_th;efh;{'annual_heat_demand': 0, 'building_class': 5, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-3_demand_th;ghd;{'annual_heat_demand': 9375, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-3_demand_th;mfh;{'annual_heat_demand': 28125, 'building_class': 4, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-4_demand_th;efh;{'annual_heat_demand': 9375, 'building_class': 4, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-4_demand_th;ghd;{'annual_heat_demand': 9375, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-4_demand_th;mfh;{'annual_heat_demand': 18750, 'building_class': 4, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-5_demand_th;efh;{'annual_heat_demand': 18750, 'building_class': 3, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-5_demand_th;ghd;{'annual_heat_demand': 9375, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-5_demand_th;mfh;{'annual_heat_demand': 9375, 'building_class': 4, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-6_demand_th;efh;{'annual_heat_demand': 9375, 'building_class': 3, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-6_demand_th;ghd;{'annual_heat_demand': 18750, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-6_demand_th;mfh;{'annual_heat_demand': 9375, 'building_class': 7, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-7_demand_th;efh;{'annual_heat_demand': 0, 'building_class': 4, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-7_demand_th;ghd;{'annual_heat_demand': 18750, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-7_demand_th;mfh;{'annual_heat_demand': 18750, 'building_class': 7, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-8_demand_th;efh;{'annual_heat_demand': 0, 'building_class': 4, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-8_demand_th;ghd;{'annual_heat_demand': 37500, 'wind_class': 1};MWh;;own assumption
;2018_sq;reference;subnet-8_demand_th;mfh;{'annual_heat_demand': 0, 'building_class': 7, 'wind_class': 1};MWh;;own assumption
;2018_sq_lessload;high;global;factor_load_reduction_heat;1;;;
;2018_sq_lessload;low;global;factor_load_reduction_heat;1;;;
;2018_sq_lessload;reference;global;factor_load_reduction_heat;1;;;
;2030_ff;high;source_electricity;spot_price;61;Eur/MWh;AgoraEnergiewende2018;average Day-Ahead Spot price
;2030_ff;high;source_electricity;tax_levys;73.83;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2030_ff;high;source_electricity_flex;tax_levys;13.2;Eur/MWh;s. Doku;only concessions fees
;2030_ff;high;source_gas;carrier_price;46;Eur/MWh;Pfluger2017a;S. 23
;2030_ff;low;source_electricity;spot_price;53;Eur/MWh;AgoraEnergiewende2018;average Day-Ahead Spot price
;2030_ff;low;source_electricity;tax_levys;38.2;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2030_ff;low;source_electricity_flex;tax_levys;13.2;Eur/MWh;s. Doku;only concessions fees
;2030_ff;reference;gas_boiler_central;energy_tax;0;Eur/MWh;paragraph 2 EnergieStG;
;2030_ff;reference;pth_heat_pump_decentral;network_charges_GP;7172.1;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_ff;reference;pth_heat_pump_decentral;network_charges_KP;0;Eur/MW*a;Pfluger2017a;low voltage , < 2500 h/a
;2030_ff;reference;pth_heat_pump_decentral;network_charges_PP;0;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_ff;reference;pth_heat_pump_decentral;network_charges_WP;19.86;Eur/MWh;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_ff;reference;pth_resistive_central;network_charges_GP;9003.74;Eur/a;Pfluger2017a;medium voltage , < 2500 h/a
;2030_ff;reference;pth_resistive_central;network_charges_KP;13141.49;Eur/MW*a;Pfluger2017a;medium voltage , < 2500 h/a
;2030_ff;reference;pth_resistive_central;network_charges_PP;0;Eur/a;Pfluger2017a;medium voltage , < 2500 h/a
;2030_ff;reference;pth_resistive_central;network_charges_WP;7.72;Eur/MWh;Pfluger2017a;medium voltage , < 2500 h/a
;2030_ff;reference;pth_resistive_decentral;network_charges_GP;7172.1;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_ff;reference;pth_resistive_decentral;network_charges_KP;0;Eur/MW*a;Pfluger2017a;medium voltage , < 2500 h/a
;2030_ff;reference;pth_resistive_decentral;network_charges_PP;0;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_ff;reference;pth_resistive_decentral;network_charges_WP;19.86;Eur/MWh;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_ff;reference;source_electricity;emission_specific;0.254;tCO2/MWh;;Pfluger2017a
;2030_ff;reference;source_electricity;spot_price;57;Eur/MWh;AgoraEnergiewende2018;average Day-Ahead Spot price
;2030_ff;reference;source_electricity;tax_levys;56.7;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2030_ff;reference;source_electricity_flex;tax_levys;13.2;Eur/MWh;s. Doku;only concessions fees
;2030_ff;reference;source_gas;carrier_price;43.3;Eur/MWh;Duic2017;S. 8
;2030_ff;reference;source_gas;co2_ets;7.07;Eur/MWh;Pfluger2017a;same as sq
;2030_ff;reference;source_gas;co2_fee;25.25;Eur/MWh;Graichen2019;125 Eur/tCO2
;2030_ff_lessload;high;global;factor_load_reduction_heat;0.8736;;Pfluger2017a, Loga2015;calculation in Doku
;2030_ff_lessload;low;global;factor_load_reduction_heat;0.9384;;Pfluger2017a, Loga2015;calculation in Doku
;2030_ff_lessload;reference;global;factor_load_reduction_heat;0.919;;Pfluger2017a, Loga2015;calculation in Doku
;2030_sq;high;source_electricity;spot_price;61;Eur/MWh;AgoraEnergiewende2018;average Day-Ahead Spot price
;2030_sq;high;source_electricity;tax_levys;100.22;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2030_sq;high;source_electricity_flex;tax_levys;1000;Eur/MWh;s. Doku;high value to prevent usage in sq scenarios
;2030_sq;high;source_gas;carrier_price;46;Eur/MWh;Pfluger2017a;S. 23
;2030_sq;low;source_electricity;spot_price;53;Eur/MWh;AgoraEnergiewende2018;average Day-Ahead Spot price
;2030_sq;low;source_electricity;tax_levys;102.09;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2030_sq;low;source_electricity_flex;tax_levys;1000;Eur/MWh;s. Doku;high value to prevent usage in sq scenarios
;2030_sq;reference;gas_boiler_central;energy_tax;5.5;Eur/MWh;paragraph 2 EnergieStG;
;2030_sq;reference;pth_heat_pump_decentral;network_charges_GP;0;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_sq;reference;pth_heat_pump_decentral;network_charges_KP;0;Eur/MW*a;Pfluger2017a;low voltage , < 2500 h/a
;2030_sq;reference;pth_heat_pump_decentral;network_charges_PP;24285.83;Eur/MW*a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_sq;reference;pth_heat_pump_decentral;network_charges_WP;57.27;Eur/MWh;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_sq;reference;pth_resistive_central;network_charges_GP;0;Eur/a;Pfluger2017a;medium voltage , < 2500 h/a
;2030_sq;reference;pth_resistive_central;network_charges_KP;0;Eur/MW*a;Pfluger2017a;medium voltage , < 2500 h/a
;2030_sq;reference;pth_resistive_central;network_charges_PP;17930.25;Eur/MW*a;Pfluger2017a;medium voltage , < 2500 h/a
;2030_sq;reference;pth_resistive_central;network_charges_WP;41.82;Eur/MWh;Pfluger2017a;medium voltage , < 2500 h/a
;2030_sq;reference;pth_resistive_decentral;network_charges_GP;0;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_sq;reference;pth_resistive_decentral;network_charges_KP;0;Eur/MW*a;Pfluger2017a;medium voltage , < 2500 h/a
;2030_sq;reference;pth_resistive_decentral;network_charges_PP;24285.83;Eur/MW*a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_sq;reference;pth_resistive_decentral;network_charges_WP;57.27;Eur/MWh;Pfluger2017a;low voltage RLM, < 2500 h/a
;2030_sq;reference;source_electricity;emission_specific;0.254;tCO2/MWh;;Pfluger2017a
;2030_sq;reference;source_electricity;spot_price;57;Eur/MWh;AgoraEnergiewende2018;average Day-Ahead Spot price
;2030_sq;reference;source_electricity;tax_levys;101.22;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2030_sq;reference;source_electricity_flex;tax_levys;1000;Eur/MWh;s. Doku;high value to prevent usage in sq scenarios
;2030_sq;reference;source_gas;carrier_price;43.3;Eur/MWh;Duic2017;S. 8
;2030_sq;reference;source_gas;co2_ets;7.07;Eur/MWh;Pfluger2017a;35 Eur/tCO2
;2030_sq;reference;source_gas;co2_fee;0;Eur/MWh;Graichen2019;125 Eur/tCO2
;2030_sq_lessload;high;global;factor_load_reduction_heat;0.8736;;Pfluger2017a, Loga2015;calculation in Doku
;2030_sq_lessload;low;global;factor_load_reduction_heat;0.9384;;Pfluger2017a, Loga2015;calculation in Doku
;2030_sq_lessload;reference;global;factor_load_reduction_heat;0.919;;Pfluger2017a, Loga2015;calculation in Doku
;2050_ff;high;source_electricity;spot_price;94.33;Eur/MWh;extrapolation of 2018 to 2030;extrapolation of 2018 to 2030
;2050_ff;high;source_electricity;tax_levys;57.83;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2050_ff;high;source_electricity_flex;tax_levys;13.2;Eur/MWh;s. Doku;only concessions fees
;2050_ff;high;source_gas;carrier_price;53.39;Eur/MWh;Duic2017;S. 8
;2050_ff;low;source_electricity;spot_price;73;Eur/MWh;extrapolation of 2018 to 2030;extrapolation of 2018 to 2030
;2050_ff;low;source_electricity;tax_levys;14.45;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2050_ff;low;source_electricity_flex;tax_levys;13.2;Eur/MWh;s. Doku;only concessions fees
;2050_ff;reference;gas_boiler_central;energy_tax;0;Eur/MWh;paragraph 2 EnergieStG;
;2050_ff;reference;pth_heat_pump_decentral;network_charges_GP;8248.5;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_ff;reference;pth_heat_pump_decentral;network_charges_KP;0;Eur/MW*a;Pfluger2017a;low voltage , < 2500 h/a
;2050_ff;reference;pth_heat_pump_decentral;network_charges_PP;0;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_ff;reference;pth_heat_pump_decentral;network_charges_WP;22.84;Eur/MWh;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_ff;reference;pth_resistive_central;network_charges_GP;10355.04;Eur/a;Pfluger2017a;medium voltage , < 2500 h/a
;2050_ff;reference;pth_resistive_central;network_charges_KP;15113.79;Eur/MW*a;Pfluger2017a;medium voltage , < 2500 h/a
;2050_ff;reference;pth_resistive_central;network_charges_PP;0;Eur/a;Pfluger2017a;medium voltage , < 2500 h/a
;2050_ff;reference;pth_resistive_central;network_charges_WP;8.88;Eur/MWh;Pfluger2017a;medium voltage , < 2500 h/a
;2050_ff;reference;pth_resistive_decentral;network_charges_GP;8248.5;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_ff;reference;pth_resistive_decentral;network_charges_KP;0;Eur/MW*a;Pfluger2017a;medium voltage , < 2500 h/a
;2050_ff;reference;pth_resistive_decentral;network_charges_PP;0;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_ff;reference;pth_resistive_decentral;network_charges_WP;22.84;Eur/MWh;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_ff;reference;source_electricity;emission_specific;0.067;tCO2/MWh;;Pfluger2017a
;2050_ff;reference;source_electricity;spot_price;83.67;Eur/MWh;extrapolation of 2018 to 2030;average Day-Ahead Spot price
;2050_ff;reference;source_electricity;tax_levys;21.58;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2050_ff;reference;source_electricity_flex;tax_levys;13.2;Eur/MWh;s. Doku;only concessions fees
;2050_ff;reference;source_gas;carrier_price;46;Eur/MWh;Pfluger2017a;S. 23
;2050_ff;reference;source_gas;co2_ets;10.1;Eur/MWh;Pfluger2017a;(own assumtion based on Ref- and Basis-Scenario of the source)
;2050_ff;reference;source_gas;co2_fee;25.25;Eur/MWh;Graichen2020;125 Eur/tCO2
;2050_ff_lessload;high;global;factor_load_reduction_heat;0.5507;;Pfluger2017a, Loga2015;calculation in Doku
;2050_ff_lessload;low;global;factor_load_reduction_heat;0.7811;;Pfluger2017a, Loga2015;calculation in Doku
;2050_ff_lessload;reference;global;factor_load_reduction_heat;0.712;;Pfluger2017a, Loga2015;calculation in Doku
;2050_sq;high;source_electricity;spot_price;94.33;Eur/MWh;extrapolation of 2018 to 2030;extrapolation of 2018 to 2030
;2050_sq;high;source_electricity;tax_levys;56.85;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2050_sq;high;source_electricity_flex;tax_levys;1000;Eur/MWh;s. Doku;high value to prevent usage in sq scenarios
;2050_sq;high;source_gas;carrier_price;53.39;Eur/MWh;Duic2017;S. 8
;2050_sq;low;source_electricity;spot_price;73;Eur/MWh;extrapolation of 2018 to 2030;extrapolation of 2018 to 2030
;2050_sq;low;source_electricity;tax_levys;81.22;Eur/MWh;s. Doku;eeg-levy connectet to uncertainty of spot price
;2050_sq;low;source_electricity_flex;tax_levys;1000;Eur/MWh;s. Doku;high value to prevent usage in sq scenarios
;2050_sq;reference;gas_boiler_central;energy_tax;5.5;Eur/MWh;paragraph 2 EnergieStG;
;2050_sq;reference;pth_heat_pump_decentral;network_charges_GP;0;Eur/a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_sq;reference;pth_heat_pump_decentral;network_charges_KP;0;Eur/MW*a;Pfluger2017a;low voltage , < 2500 h/a
;2050_sq;reference;pth_heat_pump_decentral;network_charges_PP;27930.69;Eur/MW*a;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_sq;reference;pth_heat_pump_decentral;network_charges_WP;65.86;Eur/MWh;Pfluger2017a;low voltage RLM, < 2500 h/a
;2050_sq;reference;pth_resistive_central;network_charges_GP;0;Eur/a;Pfluger2017a;medium voltage , < 2500 h/a
;2050_sq;reference;pth_resistive_central;network_charges_KP;0;Eur/MW*a;Pfluger2017a;medium voltage , < 2500 h/a
;2050_sq;reference;pth_resistive_central;network_charges_PP;20621.25;Eur/MW*a;Pfluger2017a;medium voltage , < 2500 h/a
